,price
38805,1052
13427,5526
24928,13499
16834,6732
8679,4460
49449,2136
1374,2967
21875,9996
39586,1089
45750,1720
28392,672
41317,1229
11870,5119
12155,5184
25460,14323
51496,544
4720,573
1872,3073
2732,3247
43996,1561
48751,2039
49572,2148
13344,419
23043,11116
1063,558
11282,4984
43916,1550
23234,11312
24275,12592
43316,1415
30017,720
21756,9875
43842,518
7552,4252
47400,1872
25690,14687
29209,436
31220,758
18132,7366
46140,1754
46114,1754
6228,4008
4087,3535
23293,422
15281,6149
40199,1127
39538,1087
18864,7758
30223,725
38182,487
23492,11557
31496,767
15772,6325
15879,6366
47283,1851
12738,5327
11685,596
2428,3183
8935,4501
29396,702
26238,15797
29558,442
30537,447
50472,400
40826,1179
22045,10113
24585,12981
41113,1208
44968,1649
39785,1104
11125,4943
25811,14957
27819,655
50611,2298
51334,2378
49495,540
38433,1033
761,2858
22717,10789
51553,2400
50577,2294
27666,18777
23627,11733
11833,5105
42591,1341
46431,1784
34740,878
44228,1580
4205,3568
15068,6070
51241,2368
9091,4531
4198,3565
46807,1815
4479,3627
51895,2450
36186,477
30735,743
9144,4541
44831,1637
33720,842
45962,1741
17147,6863
13987,5702
12603,5292
21645,626
32059,786
31726,774
2005,3103
16217,6502
15316,6163
24998,13563
9563,4628
34677,876
44568,1613
35512,473
28508,675
35269,899
17490,7056
37608,995
44752,1629
36608,953
4026,3528
12568,5287
31487,767
12554,5281
6325,4032
21459,9596
720,556
21894,10012
6393,4039
20708,8990
12912,5385
16477,6600
37281,982
16879,6754
25652,14615
52698,2575
23106,11175
12797,5347
5805,3914
5194,3780
27837,656
33003,815
28941,687
17470,7039
22857,10951
42055,1286
28661,680
49215,2098
22604,10701
31091,756
8583,4442
32755,807
43897,1547
23163,11225
31356,765
43604,1438
2332,3170
19070,7877
52898,2606
39423,1080
37686,1000
28577,675
3423,3385
27758,650
14284,5799
50940,2334
38808,1053
29758,710
35695,914
39431,1080
18529,7574
15049,6062
15050,6062
1546,3002
4834,3710
43981,1559
25720,14749
36549,949
9578,4632
46700,1810
30853,449
2500,3199
35242,898
47550,1883
27546,18487
21144,9341
21733,9846
41155,1209
6878,4133
3608,3428
50165,2239
50137,541
9874,4685
43399,1427
50449,2283
32906,812
12567,5287
47618,1893
47811,1917
14370,5818
34970,886
35870,921
11503,5027
15462,6209
21910,10023
46901,1819
51977,2464
8674,4459
30258,727
33659,840
39311,1076
30630,738
5274,3800
13257,5488
15451,6204
24318,637
27611,18700
601,2838
8936,4501
2968,3299
8214,4373
46184,1756
32416,798
51140,2360
26559,16386
7072,4165
2859,3275
20451,8828
30439,733
1916,3082
16793,6713
16257,6518
20596,8930
38601,1043
3827,3472
19734,8346
11888,5123
24520,12872
33406,828
49780,2184
23523,11587
44334,1595
6508,4067
15569,6261
7681,4276
23808,11955
16090,6446
47880,1922
47355,1865
23536,11605
35239,898
37492,485
36774,958
2790,3260
19139,7933
6309,4029
32691,803
37406,986
617,2839
31865,452
37968,1013
24002,635
15684,6290
16605,6653
19831,8427
51708,2423
19374,8069
44464,1607
50819,2325
30190,725
53385,2690
30221,725
30407,732
48067,1949
50718,2313
43796,515
45414,1687
21865,9979
50280,2260
25225,13930
19836,8430
51008,2344
34038,854
39869,1107
19505,8181
42364,1320
30500,734
18206,7412
51441,2393
53297,2674
5474,3841
10096,4718
7888,4314
46074,1751
2152,3129
21710,9821
14391,5823
20311,8749
48900,2056
48498,537
15987,608
34989,886
33806,844
50488,402
35752,917
47026,1834
5268,3798
31827,776
36354,942
35203,473
45355,1679
6741,4103
35171,895
45656,1709
16640,6666
43551,1436
28537,675
27637,648
40415,1149
19637,8285
43398,1427
24698,13109
27284,17909
2721,565
37933,1011
30833,745
3421,3384
53527,2710
22066,10138
5449,3835
35412,905
31799,776
31402,765
12444,5251
48382,1985
27134,17513
38834,489
2862,3276
47537,1882
1649,3019
23910,12099
7502,4242
52185,2496
36905,965
9530,4620
45147,1662
13531,5554
31974,780
7318,4210
13225,5480
41380,1235
32689,803
37427,988
24773,13228
33469,830
31851,776
14954,6038
50970,2338
8048,583
39095,1066
10078,4715
50468,399
41484,504
44005,1562
327,2802
16615,6659
7332,4213
14052,5714
52503,552
39792,1105
17865,7230
37635,998
1186,2932
25178,13846
34664,876
15147,6098
40275,1133
32662,803
16856,6743
51536,2398
10920,4899
52346,2523
5372,574
8267,4383
8196,4370
8681,585
22050,10116
9300,4579
7228,4196
12060,5161
49533,2143
2209,3144
42827,506
25106,13737
49099,2085
35914,921
25324,14071
32107,788
28146,666
11030,596
17966,7282
5937,3949
6323,4032
50544,2289
17645,7130
38747,1050
7405,4227
2359,3175
9791,4670
42345,1318
16860,6745
10950,4909
52164,548
11769,5088
47148,394
20432,8816
25615,14593
19639,622
7536,4249
43801,515
37503,485
259,2790
10911,4898
36633,954
14346,605
11079,4932
14007,605
37808,485
31303,763
53694,2738
16769,6703
12269,5219
721,556
22812,10907
3537,3413
3147,3333
46460,1786
31494,767
35115,892
50413,2277
31612,770
40367,1142
44796,1633
16719,6672
30113,722
10122,4724
50037,2222
2701,562
6681,408
47862,1919
51365,2383
29018,689
49748,2177
40588,1160
32716,805
3361,407
24934,13502
12624,5299
16931,6777
19061,7870
49661,2164
10864,4882
16354,6544
14550,5886
8081,4345
22627,10727
4719,573
36003,926
48554,2008
37776,1006
15325,605
43018,1389
21443,9581
42297,1313
10811,4871
43136,506
33810,844
4588,3658
45107,1659
18286,7455
41702,1253
47049,1837
34388,867
4941,3733
3671,3446
37897,1009
46966,1827
4221,3573
11765,5088
42650,1349
36694,956
30055,720
43960,1555
53531,2711
4685,3676
50622,2300
45441,1689
6505,4066
40523,1154
47380,1868
30318,730
52913,2608
51342,2381
27994,660
14510,5871
21161,9347
46847,1816
23009,11090
10932,4901
18403,7503
44710,1625
31458,766
30526,447
34547,872
43719,1448
31513,367
17699,7140
42039,1286
43392,1426
30410,732
33962,851
51456,2394
18336,617
18835,7741
14378,5820
26414,16062
29415,702
23143,11202
8373,584
27059,17313
25908,15153
4690,3678
33815,844
28194,357
48724,2034
19248,8010
36856,961
13434,5530
48642,2021
32336,792
33261,827
49900,2200
13688,603
20997,625
19294,8039
41394,1235
52554,2553
10640,4838
42959,1382
9971,4704
18734,7677
14185,5763
45292,1669
33778,844
5512,3852
5156,3772
28372,671
34611,874
52942,2612
31530,372
5214,3786
29698,709
42960,1382
28037,663
51411,2388
52403,2534
27895,658
47292,1853
4623,3669
18697,7655
20387,8782
10507,4805
43293,1415
7404,4227
6625,4090
14819,5982
11194,4961
19400,8093
15148,6098
18837,7741
25310,642
40960,1192
18234,7422
12432,5249
45339,1676
38310,1026
22406,10483
37512,990
18893,7780
16324,608
49896,2199
31006,752
27451,18242
4843,3710
6575,4078
23547,11627
52186,2496
3472,3397
33323,828
51780,2438
21318,625
34880,880
21467,9609
42800,505
22352,10428
6634,4092
22509,10609
21169,9358
13211,5469
27488,18343
40507,1153
46533,1789
3967,3510
17619,7115
45097,1658
14517,5879
17799,7196
43740,1451
32739,806
27771,651
22934,11037
26620,427
37911,1009
34780,878
473,2819
24130,12373
22176,10281
24750,13194
39548,1087
46095,1752
31637,772
1580,3008
7676,4276
18720,7667
48881,2052
3877,3485
91,2757
28628,680
21990,628
38453,1035
830,2867
51362,2383
34686,877
34860,471
37703,1002
11323,4990
10479,4798
41180,1213
14041,5710
34018,853
43274,1412
11544,5038
29316,698
33416,828
10275,4759
20675,625
10701,593
52985,2618
13725,5607
16578,6640
48229,1963
11022,595
30149,723
8838,4481
36214,936
22453,10542
52060,2480
15872,6360
2516,3203
19837,8430
29102,694
4354,3605
53712,2743
52873,2599
25630,643
25332,14084
5254,3796
26501,16253
22793,10880
39026,1062
49526,2142
10471,4798
46116,1754
23511,11574
14512,5872
38045,1014
51402,2387
3302,3370
36899,965
13465,5539
40074,1122
18131,7366
37037,972
29630,707
46829,529
44984,1651
5848,3922
23887,12075
40311,1138
34648,876
5339,3813
13223,5478
12540,5279
42015,1282
34126,855
51715,2425
2751,3250
43737,1451
49140,2092
14062,5717
25297,642
39150,490
28063,664
52084,2484
13892,5666
40010,1115
2122,3121
48087,1949
11522,5031
41219,1217
2986,3303
1349,2964
3553,3418
52971,2617
12922,5387
52863,2596
13460,5538
39607,1092
18927,7806
13903,5670
9651,4646
31503,767
27380,18077
47833,532
35888,921
35675,912
39244,1074
34515,470
21464,9604
42226,1302
3274,3363
15288,6152
44584,1615
31141,756
20148,8637
37005,970
43851,394
4814,3704
849,2870
47715,1909
26840,16901
35864,476
7157,4184
6503,4066
46818,527
52279,2513
265,2792
4433,3618
29880,446
21355,9513
16131,6462
40827,1179
16805,6720
22413,10487
15640,6288
27513,18421
30923,748
30167,724
3301,3370
45358,1679
50213,2246
12998,600
13722,5606
15197,6115
41795,1263
5202,3780
31304,763
41129,500
3233,3354
42474,505
41015,1197
31299,763
44192,521
52330,2519
24868,13372
10021,418
40754,1176
52121,2491
4909,3726
45667,1710
33227,827
5505,3850
42146,505
33707,842
1809,3056
13967,5698
48569,2010
38612,1043
28836,684
47886,1923
48271,1970
33753,844
41793,1263
15836,6350
27614,18706
50028,2220
43586,1438
30110,722
24374,12681
48356,1981
18411,7506
22635,629
29080,693
12911,5385
24586,12981
12326,5231
24325,638
33462,830
44493,1608
39724,1100
5353,3817
7756,4284
43228,1408
5905,3940
18223,7418
25641,644
8794,4476
15309,6159
40945,1192
27541,18477
48284,1972
254,2789
592,2837
969,2893
49513,2141
21336,626
27888,432
44371,1600
25447,14298
21786,9900
51866,2444
14220,5774
27658,18741
40227,1129
53294,2673
16086,6443
26168,15651
8056,4337
1355,2964
35653,912
33482,832
12017,596
24593,12989
53781,2756
8216,4373
15266,6140
9142,4541
7353,4221
10341,4773
22307,628
35013,886
18404,7503
18447,7528
34506,470
28057,664
42810,506
27011,17203
6688,410
42266,1308
22788,10874
35810,919
35611,911
51586,2401
5163,3774
40792,499
47488,1882
49209,2096
1493,2992
26584,16431
29082,693
53675,2735
44852,523
41339,1230
35786,918
18220,7416
37473,990
23229,11303
35347,900
6356,576
48169,535
24529,12895
36030,928
43055,1393
12366,5233
10461,4796
48546,2006
43805,516
49347,2117
9993,4708
461,2817
19089,7899
14987,6048
33569,835
39554,1087
10867,4883
11776,5090
34090,854
392,554
24707,13119
51839,548
27218,17752
14947,6036
48923,2058
7304,4208
10102,4719
9730,4661
2734,3248
27439,18211
35232,898
37723,1002
18930,7809
50091,2232
16909,6769
1028,2905
35373,902
52772,2590
31473,766
29136,695
10387,4779
44037,1566
16245,6512
51546,2399
52721,2581
18580,7597
14105,5733
9482,4611
42672,1352
41687,1250
27945,658
1228,2941
52785,2591
23617,11716
16517,6613
39043,1063
53750,2751
35280,899
29254,698
18820,7731
48126,1956
19040,7854
44640,1622
44158,1577
46137,1754
16592,6651
32931,814
26533,16316
8588,4443
28586,676
24341,12637
23135,11194
50121,2238
18796,7722
1083,2910
51200,2363
10180,4740
23592,11677
12302,5226
27922,658
6944,4147
45499,525
39289,1076
44200,521
23320,631
38101,1016
31526,370
6845,4127
2288,3161
1595,3011
50146,542
35363,901
14979,6047
45199,1662
49570,2148
52071,2482
23642,11760
47449,1877
52125,2491
19918,8509
9033,589
42728,1357
12462,5256
15430,6194
19745,8358
37319,984
30208,447
25681,14667
38837,489
9773,4666
37237,982
7437,4234
46327,1775
26968,645
16866,6749
14476,5861
7914,4318
8964,4508
25585,14540
51710,2424
14964,6041
15091,6079
29700,709
14468,5857
5391,3818
48879,2052
9463,4604
27863,430
14637,5920
24225,12515
6952,4150
24655,639
43649,1441
46047,1748
46112,1753
22158,10255
11959,5143
9657,4649
43537,1436
17830,7211
11654,5062
18616,7623
13165,5455
42692,1354
7097,4170
37788,1007
30946,749
50736,2316
53478,552
30330,730
39432,1080
48739,2037
26878,16996
30434,732
15973,6405
32105,788
15874,6361
43969,1557
48009,1941
37591,995
3207,3348
18703,7660
6353,576
50214,2246
39660,1095
21543,9693
49728,2175
19720,8333
19125,7923
26383,15984
31844,776
34822,373
10056,592
46213,1759
47960,1935
50190,2242
28243,432
41209,1216
15808,6339
27138,17521
28462,675
28597,678
28340,669
18780,7708
7731,4280
10957,4911
7604,4260
18241,7426
38974,1061
3399,567
9912,4692
5834,3920
23148,11206
12111,5174
12973,5405
4607,3664
47137,1845
49297,2109
21948,10063
34355,864
19598,8256
32462,799
13038,5412
8148,4362
26954,17149
32763,807
11431,5008
47139,1845
39606,1092
12499,5265
17480,7047
12271,5219
13052,5416
6520,4070
48494,537
26057,15394
3181,3342
45776,1721
42338,1316
2143,3126
38312,1026
30036,720
28745,683
45666,1710
4281,3587
46836,530
39378,1080
46814,526
6227,4008
48112,1953
3894,3492
39682,1097
15383,6176
3616,3429
38857,1053
19925,8517
26518,16294
30910,747
1743,3040
52832,552
12735,5325
15441,6199
30774,743
25591,14543
4950,3734
25896,15134
53579,2721
37124,975
53295,2674
2039,561
18128,7365
13239,5484
37762,1004
10519,4809
25746,14802
21629,9777
49722,2174
38444,1035
30464,734
51353,2382
38707,1048
27539,18474
37257,982
30512,734
13530,5553
3501,3402
45239,1666
47723,1911
16272,6529
26409,16048
19526,8196
34530,872
5217,3786
12164,5188
6763,4113
29948,718
40224,1129
52456,2543
31641,772
6582,4081
43364,1422
224,2782
28999,688
43874,1546
31168,758
21521,9664
47237,1847
21065,9279
10641,4838
16291,6533
38372,1031
21293,9479
34067,854
11452,5014
50324,2266
25014,13595
30642,738
50036,2222
24171,12423
168,2772
36088,931
47169,530
29154,696
32751,807
48398,1987
27524,18435
40241,1130
31240,758
25775,14863
44891,1637
1867,3071
27995,660
4696,3679
41718,1255
11453,5014
45265,1668
31425,765
19518,8190
25257,13994
18007,614
41744,1257
22943,11048
50559,2291
15866,6356
39781,1104
37365,984
28285,667
45005,1654
6091,3977
34834,375
34197,857
41023,1198
9575,4630
35947,924
36311,942
39960,1114
7344,4218
53068,2635
7636,4269
39810,492
21819,9930
43067,1395
34583,873
15745,6315
46931,1822
23066,11146
49340,2116
25035,13622
10194,4743
23007,11088
30430,732
1665,3024
51554,2400
4371,571
30599,737
47668,1902
13684,603
34209,858
44176,521
35678,912
41490,504
759,2858
31388,765
33643,839
32923,814
31176,449
17585,7098
35532,474
4284,3588
28111,666
30375,731
33344,828
39286,1076
22817,10912
33860,465
26989,646
19046,7861
12675,599
35072,891
1978,3093
43264,1411
32124,789
955,2890
11456,5015
28964,687
18721,7670
227,2782
33992,852
45817,1723
35456,906
33165,825
26522,16300
53571,2720
24361,12657
26516,16290
4317,3597
18912,7794
2420,3181
33811,844
40876,1183
38606,1043
12368,5233
52521,2550
27551,18507
43331,1417
4452,3621
41497,504
52896,2605
27660,18756
52107,2487
28770,683
40499,1153
1075,558
17188,6888
16099,6449
47071,1838
28973,687
33852,464
41470,391
25973,645
5312,3808
35099,891
35966,924
36213,936
11051,4924
15432,6194
50997,2342
9028,588
29451,703
26161,15619
31196,450
836,2867
16037,6419
23138,11197
28052,663
19757,8365
4734,3684
40624,1163
9600,4637
10212,4746
46937,1822
5125,3763
44880,1637
25195,13873
48490,536
50697,2310
19300,8043
44930,1643
32359,792
26099,15475
27755,650
17495,7056
51849,2443
51720,2426
35738,916
21472,9612
24631,13049
10624,4836
37654,999
41181,1213
17383,6981
29133,695
40726,1173
12897,5381
8638,4455
51035,2347
234,2787
35252,898
44117,1574
28348,669
3721,568
41418,1235
53457,2700
1394,559
4715,572
31436,765
50489,402
49904,2200
52055,2479
5120,3763
10555,4821
26817,16817
25094,13721
35325,900
50605,2298
51704,2423
42911,1375
28869,684
46502,526
36944,968
6602,4082
37454,988
12415,5242
7445,4234
15778,6328
26730,16650
9309,4580
29228,438
31439,765
23003,11088
28075,665
44775,1631
37318,984
635,2841
29392,702
20428,8812
37993,1013
39831,492
26828,16872
21437,9576
38442,1034
6495,4064
23891,12081
49077,2081
25246,13970
41088,1206
25540,14452
27955,658
37714,1002
529,2826
43834,518
36758,958
31207,758
18317,7468
16385,6559
36513,477
36530,947
34856,471
24838,13324
33033,816
22355,10428
39257,1074
51768,2436
26165,15649
30689,741
51545,2399
31164,758
43940,1552
47470,1881
45786,1721
10168,4738
51592,2402
11909,5128
33664,840
33256,827
24873,13378
21432,9574
35830,919
6918,4140
41092,1207
36453,945
44480,1608
36529,947
39408,1080
6785,4116
46198,1758
52970,2617
36522,478
30003,720
24679,13078
27087,17383
47990,1939
21338,626
44128,1576
9749,4662
45324,1675
34930,882
18406,7504
45311,1674
29230,438
828,2867
47910,1927
26801,16789
53094,2643
37936,1011
45340,1676
27715,648
28494,675
45792,1721
4542,3643
7153,4183
16586,6645
26207,15740
5593,3872
6919,4140
49590,2154
18818,7730
11956,5142
38545,1040
23775,11903
23169,11228
27317,647
18214,7415
6335,4033
21005,625
48420,1991
6357,576
22521,10622
11006,4919
18934,7811
43583,1438
31999,781
34113,854
14331,5816
7716,581
19750,8362
32944,814
43435,1431
52972,2617
42386,1323
20233,8699
37482,485
27165,17597
21485,9627
30136,723
37142,977
28300,668
45347,1678
24144,12388
52520,2550
19057,7864
29738,709
41341,1230
50727,2313
26358,15942
37149,977
47971,1935
23538,11607
26528,16309
43180,1402
12394,5240
51854,2444
23295,422
13351,601
1119,2918
44183,521
8164,4366
41967,1274
31407,765
52550,2553
27722,649
21821,9931
33802,844
17001,6806
30178,725
46543,1790
6157,3992
23175,11233
22849,10940
6685,409
2030,3107
42940,1378
45357,1679
31838,776
49363,2120
13366,602
16747,6686
32033,784
9881,4687
46248,1764
23907,12098
36896,965
29593,707
2225,3145
34940,883
22006,10082
37414,987
18422,7511
3590,3425
19147,7941
40179,1125
25262,13996
25261,13996
43910,1549
3328,3377
41753,1259
42938,1378
7299,4207
2324,3170
24740,13177
31228,758
26752,16707
39967,1114
40840,1180
36329,942
4043,571
27099,17408
24812,13287
49877,2196
48672,2026
35857,475
9329,4584
16862,6746
37222,980
5043,574
47740,1911
6733,579
19845,8438
31231,758
25308,642
31468,766
15161,6104
21572,9709
42083,1289
46149,1755
36223,936
37665,999
2047,561
1495,2993
38136,1018
50024,2218
14450,5849
29360,700
17329,6969
13813,5643
8839,4481
970,2893
20642,8969
2267,3154
32522,456
23950,12171
19765,8372
44892,1637
41376,1234
8773,4471
46204,1758
32565,802
44616,1619
19941,8528
23167,11227
45535,1694
9201,4557
7826,4304
49004,2068
8242,4379
47274,1851
21836,9954
4015,3524
7500,4242
47828,532
33144,823
20934,9193
4278,3585
32110,788
18784,7713
27802,653
16710,6669
22628,10727
36893,965
43765,511
40692,1170
18277,7451
45940,1737
49161,540
32962,814
35924,923
34176,467
41870,1265
39721,1100
40319,1139
26770,16733
21129,9332
31878,452
53288,2672
4313,3597
20678,625
40370,1142
5870,3927
23179,11234
36290,942
39461,1082
50225,2249
43037,1389
4698,571
29350,700
29223,438
11137,4948
21138,9335
53432,2697
275,2794
38162,386
47711,1909
22549,10654
15133,6097
30681,740
13309,5504
32166,789
52225,2504
41474,393
12698,5313
30671,740
34897,882
11599,5050
52381,2529
50843,544
22843,10934
22759,10833
52761,2587
39022,1061
2661,3238
23076,11153
29716,709
2748,3250
19449,8124
50808,2322
24213,12494
7669,4274
44284,1588
36908,965
24292,12615
17390,6987
30751,743
10232,4751
28518,675
50632,2302
35747,917
9668,589
11454,5015
12367,5233
37316,984
27283,17905
44661,1624
21002,625
40606,1163
16518,6614
31277,761
19314,622
11169,4956
29029,689
3351,3382
435,2815
44027,1565
36836,478
22661,10729
39013,1061
17148,6863
34520,470
47244,1847
11074,4931
2594,3219
3422,3385
11518,5029
51387,2386
36168,477
8797,4476
40120,1125
16700,611
41946,1273
146,2768
46729,1813
26282,645
10495,4804
22737,10809
11114,4939
29463,704
46290,1770
13481,5543
25043,13629
34238,862
47230,1847
52938,2612
44291,1588
53588,2723
5359,574
52016,2473
35127,893
25147,13800
8614,4451
44839,523
29039,689
17386,6982
46611,1800
53059,2633
7799,4295
48910,2057
7824,4303
52969,2617
3868,3482
4649,3669
52392,2530
31450,766
9544,4624
2737,3248
3111,3324
11862,5114
47075,1838
36997,969
29137,695
7952,4323
5970,3952
51091,2353
14994,6048
37351,984
17956,7277
37192,978
52543,2552
76,554
6628,4092
47477,1881
33095,818
14147,5752
10687,593
38716,1049
42950,1379
3005,3306
10543,4816
28620,679
48464,1997
9276,4571
2345,3172
6088,3977
10269,4758
16271,6527
35638,911
15803,6336
33198,462
47136,1845
10658,4843
988,2896
15179,6108
36544,948
46219,1760
49430,2132
18428,7518
47659,1901
44701,1625
6717,578
14816,5980
40590,1160
19795,8401
40189,1125
29729,709
15084,6076
38843,490
49196,2095
9005,4516
9727,4660
16060,6435
27416,18164
9226,4559
48548,2006
2270,3158
696,2853
36083,931
23753,11868
23087,11159
21931,10046
11896,5125
25789,14915
51520,2398
17835,7214
40676,1169
42826,506
16509,6610
27366,18041
18599,7607
42290,1312
5516,3853
49831,541
36550,949
48395,1987
9176,4548
37187,978
34967,886
15208,6121
9691,590
21805,9912
6173,3996
16287,6532
9991,4707
46579,1793
2667,3238
51465,2394
45345,1678
39502,491
16565,6632
39216,1072
26464,16181
25196,13873
22482,10572
15391,6177
33748,844
45591,1698
13742,5616
23226,11302
46895,1819
51330,2377
15428,6192
36464,945
22888,10983
34977,886
48455,1995
17797,7193
13127,5443
39774,1103
6417,4044
32868,461
33114,820
20016,625
7854,4309
4684,3676
30122,723
49504,540
30360,730
24413,12737
21643,9788
33437,829
39856,1107
20007,625
35209,473
33818,844
27652,648
50207,2246
16564,6632
34187,468
36954,968
44315,1591
32032,784
36589,952
48501,537
30195,447
31041,754
24289,12612
34288,863
42765,1361
13781,5627
16853,6742
39543,1087
32227,789
18550,7585
52036,2476
1027,2905
36045,928
3237,3355
47392,1870
23886,12071
38743,1050
253,2789
15270,6145
1795,3053
27014,17206
27296,646
44645,1623
2562,3211
333,2803
42981,1385
33369,828
34348,864
47177,530
53692,2738
7092,4168
31409,765
6174,3997
40457,1153
42162,505
21899,10018
33221,827
31191,449
12349,597
27135,17514
34343,864
28209,363
48028,1944
22326,628
7167,4186
33442,829
39317,1076
40553,1155
1967,3090
20118,8616
16521,6617
20523,8877
4447,3620
12443,5251
29936,717
3860,3480
48147,1957
8115,4355
18210,7413
37793,1007
48589,2012
38391,1031
16624,6662
21486,9627
14433,5839
16300,6534
30342,730
357,2805
50645,2304
1297,2954
49417,2131
10804,4871
36117,932
24097,12321
47074,1838
8827,4480
25935,15217
34965,885
6153,3992
35534,475
14413,5832
39189,1069
52254,2510
9485,4612
14070,5720
39879,1107
37421,988
17626,7120
52876,2600
51055,2351
33206,462
45284,1668
49301,2110
27717,649
31866,452
26114,15511
48097,1950
49844,2192
42545,1336
41827,505
29727,709
11285,4984
4059,571
43775,512
7739,4282
20203,8676
47475,1881
36540,948
34202,858
46359,1778
8806,4478
15502,6225
8958,4505
36367,943
29,357
49486,540
40095,1123
47540,1882
34941,883
36946,968
46787,1815
11554,5040
40500,1153
1825,3060
6032,576
38415,1033
44310,1591
24459,12798
28977,687
11860,5113
40561,1156
37775,1006
20729,9009
13550,5557
48413,1990
19028,7848
34042,854
11496,5027
1869,3073
35727,915
31260,760
14959,6040
1782,3050
24434,12765
17344,612
984,2896
48564,2010
42607,1343
37727,1002
49008,2069
24589,12985
23107,11176
17301,6958
16838,6733
9892,4689
4122,3543
7585,4258
17876,7235
51230,2367
10218,4746
39254,1074
35241,898
30331,730
37610,995
42492,505
32315,791
8158,4363
18773,7702
12579,5290
25800,14936
28048,663
3554,3418
41648,1247
2981,3301
34399,867
13783,5628
48634,2020
22074,10147
15362,6169
49459,2137
38322,1026
13959,5696
17643,7129
51914,2453
40152,494
3408,568
30305,730
7798,4295
13910,5671
46143,1755
7882,4312
42191,1295
22773,10852
15498,6224
53099,2644
11622,5055
40689,1170
36762,958
11117,4940
21578,9714
20441,8820
19807,8408
20575,8916
26042,15365
44323,1593
2906,3285
38267,1024
24727,13155
35040,889
30539,447
6844,4126
52168,550
53239,2662
2068,3107
40450,1153
27774,651
31296,762
34424,868
17813,7203
20656,8975
25432,14277
48955,2063
37238,982
10924,4900
28078,665
13706,604
711,2855
22428,10502
32832,810
9755,4664
20020,625
39877,1107
37182,977
12592,5292
51088,2352
7150,4183
46043,1746
9450,4602
52522,2550
44075,1571
44533,1609
10773,4861
18462,7539
27743,650
1611,3013
44962,1648
38153,384
37084,973
15099,6085
28486,675
28953,687
40230,1129
18301,7464
50950,2335
1345,2963
13627,5590
28100,665
21103,9301
47944,1932
48632,2020
46782,1815
49655,2164
27987,660
33873,846
48681,2028
29286,698
24715,13134
24766,13212
47229,1847
50495,544
52585,2558
33119,820
23224,11299
7807,4296
29595,707
50649,2306
16306,6537
26082,15444
14785,5967
46512,1787
18638,7637
45561,1698
45661,1709
41303,1227
9574,4630
6294,4025
8678,4460
49574,2149
28134,666
40641,1166
154,2770
19513,8185
11610,5051
42988,1385
12094,5167
49107,2086
2065,3107
6817,4121
17565,7090
30271,728
37184,978
37506,485
52993,2622
20070,8580
8005,4332
33602,838
4510,3634
27514,18423
38881,1055
46267,1766
26866,16960
34141,855
30054,720
1037,2906
36638,954
24193,12459
17752,7171
19760,8366
39315,1076
37224,981
4153,3551
7408,4228
46408,1781
41041,1200
37513,990
8400,4404
27133,17509
28103,665
14301,5805
53265,2669
49818,540
18989,621
6669,4101
10574,4824
2587,3217
44305,1590
3140,3332
12719,5320
15723,6301
11892,5124
9209,4558
25794,14920
4225,3574
16520,6616
11310,4989
15716,6300
31418,765
52701,2575
46762,1814
22728,10800
46612,1800
37475,990
2021,3105
41977,1276
35316,900
37015,970
53188,2655
12259,5217
14542,5884
36711,956
19289,8036
8835,4480
2702,563
11315,4989
17673,613
52836,2594
45788,1721
24455,12791
18735,7677
5524,3855
22507,10607
12167,5189
46409,1781
43272,1412
1751,3043
38296,1024
24075,12297
50846,544
41199,1214
28085,665
49935,2203
16333,608
16802,6719
30623,737
40836,1179
32623,802
42327,1316
12626,5300
14640,5921
9832,4678
37790,1007
50936,2333
50219,2247
38800,1052
10684,4849
48091,1949
22202,10305
29893,715
40261,1132
44502,1609
52573,2555
7426,4232
12128,5176
36480,946
45348,1678
48257,1968
19848,8442
28987,687
30253,727
28259,666
1891,3077
44465,1607
2634,3230
36629,954
18801,7723
6261,4015
5032,573
16273,6529
53343,2682
19494,8168
16639,6666
39096,1066
11750,5083
8348,4400
47850,533
14015,605
27449,18242
24649,639
1943,3084
22972,631
38828,489
53793,2757
8803,4478
50292,2262
11851,5111
16187,6486
52180,2496
42441,1327
51321,2376
42371,1321
11356,596
38378,1031
11333,4995
16685,610
8173,4368
24827,13316
17553,7083
25194,13872
43546,1436
25926,15189
32068,787
14358,605
8834,4480
40509,1153
39411,1080
11491,5024
29293,698
4275,3584
52094,2485
6761,4113
52184,2496
53044,2633
51540,2399
27630,648
14630,5919
50035,2222
29979,719
15753,6319
10664,4844
26050,15379
4714,572
33807,844
42369,1320
37821,486
34772,878
10673,4846
37768,1005
24320,637
36802,961
1713,561
25676,14660
28571,434
48493,537
48976,2066
41551,1240
6950,4150
26197,15714
39949,1114
17092,6834
33403,828
39622,1094
5351,3816
35978,925
46567,1792
52735,2583
1256,2947
41558,1240
29292,698
19390,8080
25231,13942
32578,802
4708,572
1767,3047
12054,5160
46122,1754
22094,10179
43170,1401
46747,1814
27130,17497
51098,2354
6122,3987
19653,624
24293,12616
33345,828
37035,972
38208,1020
34605,874
1036,2906
42476,505
48875,2052
33007,815
7089,4167
30922,748
49894,2198
2550,3209
5365,574
31278,761
37279,982
34971,886
30604,737
40038,1117
53564,2719
22273,10362
11057,4925
17425,7003
36061,929
15758,6320
50794,2320
46982,1828
20220,8688
27699,648
35313,900
22582,10685
47628,1894
40988,1196
45088,1657
16092,6447
